timestamp,ax,ay,az
1479425744868607288,-1.41,0.61,9.71
1479425744878313398,-1.41,0.61,9.81
1479425744889043158,-1.31,0.62,9.61
1479425744898376270,-1.23,0.64,9.61
1479425744908409673,-1.21,0.61,9.81
1479425744918409540,-1.18,0.57,9.91
1479425744928434224,-1.15,0.57,10.01
1479425744938577313,-1.13,0.61,10.01
1479425744948478192,-1.1,0.62,10.01
1479425744958457398,-1.05,0.62,10.3
1479425744968569363,-0.99,0.64,9.81
1479425744978569046,-0.94,0.67,9.81
1479425744989270456,-0.9,0.68,9.81
1479425744998606407,-0.92,0.67,9.71
1479425745008696838,-0.99,0.66,9.61
1479425745018632062,-1.0,0.66,9.52
1479425745028643618,-1.0,0.63,9.61
1479425745038681128,-1.01,0.63,9.81
1479425745048922627,-0.99,0.65,10.01
1479425745058754174,-0.96,0.67,10.1
1479425745068966031,-0.95,0.69,10.2
1479425745079089106,-0.98,0.71,9.91
1479425745090086820,-1.01,0.71,10.1
1479425745098852818,-1.02,0.7,10.3
1479425745108909125,-1.03,0.68,10.1
1479425745118955987,-1.0,0.64,10.2
1479425745129182992,-0.9,0.61,10.3
1479425745138988693,-0.74,0.61,10.4
1479425745148987985,-0.63,0.64,10.4
1479425745159000535,-0.67,0.69,10.01
1479425745168955017,-0.82,0.75,9.52
1479425745178999871,-0.93,0.76,10.01
1479425745190275705,-0.97,0.76,10.3
1479425745199087837,-0.9,0.75,10.3
1479425745209129906,-0.76,0.74,10.4
1479425745219144279,-0.67,0.74,10.2
1479425745229128054,-0.7,0.73,9.81
1479425745239209959,-0.76,0.71,9.52
1479425745249185042,-0.76,0.72,9.71
1479425745259217790,-0.75,0.76,9.81
1479425745269269091,-0.75,0.76,9.81
1479425745279268933,-0.76,0.73,9.81
1479425745290431036,-0.75,0.71,10.2
1479425745299285859,-0.74,0.73,10.1
1479425745309315556,-0.75,0.78,10.01
1479425745319357992,-0.77,0.82,9.61
1479425745329362194,-0.83,0.81,9.81
1479425745339481437,-0.83,0.76,9.81
1479425745349686716,-0.76,0.69,10.2
1479425745359458324,-0.67,0.67,10.3
1479425745369852506,-0.63,0.73,10.2
1479425745379566879,-0.65,0.8,9.81
1479425745390613213,-0.69,0.85,9.91
1479425745399661064,-0.74,0.87,9.52
1479425745409858522,-0.75,0.87,9.32
1479425745419643398,-0.7,0.84,9.71
1479425745429837312,-0.72,0.82,9.91
1479425745440090701,-0.81,0.82,10.1
1479425745449838230,-0.87,0.82,10.01
1479425745459722473,-0.89,0.85,9.61
1479425745469852101,-0.85,0.87,10.01
1479425745479750678,-0.82,0.85,9.71
1479425745490752680,-0.86,0.81,9.71
1479425745499961656,-0.89,0.79,10.01
1479425745510336619,-0.85,0.77,10.2
1479425745519844609,-0.8,0.76,10.2
1479425745529862613,-0.77,0.75,10.2
1479425745539909616,-0.79,0.75,10.2
1479425745549923121,-0.83,0.75,9.81
1479425745560091305,-0.87,0.75,10.2
1479425745569989792,-0.86,0.77,10.2
1479425745580348125,-0.85,0.8,10.1
1479425745590940851,-0.89,0.81,10.1
1479425745600066184,-0.96,0.79,10.2
1479425745610045824,-1.0,0.8,10.2
1479425745620213541,-0.95,0.81,10.4
1479425745630433687,-0.87,0.82,10.2
1479425745640175028,-0.83,0.82,10.01
1479425745650315981,-0.91,0.82,9.71
1479425745660190651,-1.04,0.8,10.1
1479425745670361715,-1.11,0.78,10.3
1479425745680250926,-1.07,0.79,10.59
1479425745691104892,-0.96,0.81,10.5
1479425745700360324,-0.9,0.82,10.4
1479425745710341778,-0.91,0.8,10.1
1479425745720382275,-0.91,0.8,10.1
1479425745730358343,-0.87,0.82,10.01
1479425745740362454,-0.79,0.85,10.3
1479425745750727823,-0.77,0.83,10.4
1479425745760466632,-0.85,0.79,10.3
1479425745770483235,-0.92,0.76,9.81
1479425745780779028,-0.88,0.73,10.3
1479425745791564045,-0.78,0.76,10.4
1479425745800564418,-0.74,0.81,10.2
1479425745810568133,-0.78,0.81,10.1
1479425745820593624,-0.84,0.8,9.81
1479425745830854322,-0.88,0.79,9.52
1479425745840608511,-0.9,0.79,10.01
1479425745850663915,-0.9,0.8,9.91
1479425745861359237,-0.95,0.82,10.1
1479425745871233498,-1.0,0.81,9.91
1479425745881259207,-0.99,0.79,9.61
1479425745891690364,-0.95,0.78,9.81
1479425745901362079,-0.94,0.76,9.81
1479425745911565988,-0.94,0.79,9.32
1479425745921306545,-1.03,0.83,9.32
1479425745931465532,-1.15,0.81,10.2
1479425745941631400,-1.16,0.77,10.59
1479425745951480986,-1.08,0.73,10.2
1479425745961363473,-1.04,0.74,10.01
1479425745971422196,-1.09,0.77,9.52
1479425745981460092,-1.16,0.76,9.42
1479425745992000763,-1.22,0.73,10.3
1479425746001565796,-1.28,0.75,10.01
1479425746011567209,-1.31,0.8,9.81
1479425746021565728,-1.31,0.82,9.81
1479425746031565772,-1.31,0.84,9.81
1479425746041566683,-1.32,0.85,9.61
1479425746051563803,-1.34,0.85,9.61
1479425746061460717,-1.34,0.85,9.42
1479425746071229576,-1.39,0.81,9.32
1479425746081475480,-1.48,0.74,9.71
1479425746092013454,-1.53,0.68,10.1
1479425746101459867,-1.48,0.67,9.61
1479425746111757432,-1.4,0.71,9.71
1479425746121479069,-1.4,0.77,9.61
1479425746131816095,-1.48,0.78,9.52
1479425746141610643,-1.6,0.75,9.52
1479425746151362612,-1.7,0.72,9.71
1479425746161475415,-1.7,0.7,10.01
1479425746171762878,-1.61,0.7,10.2
1479425746181481112,-1.5,0.72,9.52
1479425746192238324,-1.45,0.72,9.42
1479425746201563066,-1.45,0.71,9.32
1479425746211589236,-1.48,0.74,9.22
1479425746221563469,-1.49,0.79,9.61
1479425746231564522,-1.49,0.81,9.32
1479425746241591201,-1.47,0.82,9.02
1479425746251591093,-1.45,0.81,9.02
1479425746261650762,-1.45,0.79,9.32
1479425746271938779,-1.45,0.8,9.71
1479425746281708728,-1.44,0.8,9.42
1479425746292382964,-1.42,0.8,9.32
1479425746301753183,-1.41,0.78,9.22
1479425746312006788,-1.4,0.76,9.52
1479425746321956687,-1.33,0.77,9.42
1479425746332177585,-1.22,0.8,9.61
1479425746341805025,-1.18,0.81,9.61
1479425746352233731,-1.26,0.81,10.01
1479425746361859592,-1.32,0.8,10.2
1479425746372217572,-1.32,0.76,10.1
1479425746382000669,-1.29,0.74,10.1
1479425746392729507,-1.27,0.75,9.52
1479425746401962511,-1.26,0.75,9.52
1479425746412284224,-1.25,0.72,10.01
1479425746422032144,-1.24,0.67,10.01
1479425746432275627,-1.22,0.69,10.2
1479425746442566054,-1.2,0.73,10.5
1479425746452299504,-1.22,0.77,10.4
1479425746462568244,-1.3,0.78,9.91
1479425746472423951,-1.41,0.77,9.81
1479425746482571002,-1.43,0.74,10.1
1479425746492856849,-1.38,0.7,10.1
1479425746502293622,-1.39,0.67,10.2
1479425746512496629,-1.49,0.64,10.3
1479425746522859572,-1.51,0.63,10.3
1479425746532469444,-1.41,0.64,10.5
1479425746542603332,-1.29,0.69,10.4
1479425746552563851,-1.23,0.75,9.52
1479425746562647082,-1.21,0.77,9.61
1479425746572611939,-1.23,0.76,10.2
1479425746582939500,-1.24,0.71,10.3
1479425746593642857,-1.25,0.67,10.3
1479425746602606943,-1.32,0.65,10.2
1479425746612709320,-1.41,0.64,10.01
1479425746622759751,-1.45,0.62,9.71
1479425746632982211,-1.4,0.64,10.1
1479425746642608400,-1.3,0.68,10.2
1479425746652779002,-1.24,0.74,10.3
1479425746662600446,-1.25,0.78,10.01
1479425746672751153,-1.29,0.78,9.91
1479425746682894200,-1.3,0.76,10.01
1479425746693908473,-1.26,0.74,9.61
1479425746702930457,-1.18,0.75,9.61
1479425746712851381,-1.14,0.73,9.81
1479425746722909833,-1.12,0.7,9.81
1479425746732878382,-1.08,0.67,10.1
1479425746742985948,-1.04,0.67,10.1
1479425746752895078,-0.99,0.7,10.2
1479425746763268521,-0.97,0.74,9.81
1479425746773069728,-1.05,0.77,9.81
1479425746783083335,-1.17,0.77,9.91
1479425746794565513,-1.24,0.74,10.2
1479425746803044615,-1.21,0.69,10.1
1479425746813271208,-1.14,0.68,9.81
1479425746823225525,-1.05,0.67,10.1
1479425746833565925,-1.04,0.66,10.1
1479425746843216097,-1.06,0.68,10.1
1479425746853206684,-1.06,0.71,10.1
1479425746863251521,-1.06,0.73,10.2
1479425746873755607,-1.13,0.73,10.2
1479425746883399895,-1.21,0.72,10.1
1479425746894476675,-1.27,0.73,10.2
1479425746903305602,-1.26,0.73,10.3
1479425746913190274,-1.16,0.74,10.2
1479425746923269824,-1.1,0.73,10.2
1479425746933228077,-1.15,0.71,10.3
1479425746943590793,-1.19,0.69,10.1
1479425746953646094,-1.18,0.67,10.59
1479425746963563017,-1.14,0.68,10.4
1479425746973783594,-1.16,0.69,10.4
1479425746983688425,-1.24,0.69,10.1
1479425746994726859,-1.29,0.72,10.01
1479425747003430176,-1.3,0.74,10.1
1479425747013797854,-1.26,0.73,10.2
1479425747023576999,-1.2,0.71,10.2
1479425747033831883,-1.22,0.69,9.81
1479425747043577772,-1.29,0.66,10.1
1479425747053726172,-1.34,0.64,10.3
1479425747063578501,-1.3,0.62,10.5
1479425747073783732,-1.2,0.61,10.1
1479425747083951149,-1.15,0.64,9.52
1479425747094730026,-1.19,0.66,9.52
1479425747103693640,-1.28,0.64,9.61
1479425747114245262,-1.35,0.61,9.61
1479425747123780411,-1.29,0.62,9.52
1479425747134269288,-1.13,0.65,9.42
1479425747143998751,-0.99,0.66,9.91
1479425747154010479,-0.94,0.68,9.81
1479425747163797097,-0.93,0.71,9.61
1479425747173984210,-0.94,0.74,9.61
1479425747183941540,-0.98,0.75,9.32
1479425747194933530,-1.01,0.72,9.32
1479425747203878250,-1.01,0.69,9.32
1479425747213976470,-0.97,0.68,9.71
1479425747224006644,-0.85,0.71,9.42
1479425747234187828,-0.75,0.76,9.22
1479425747244234483,-0.76,0.8,9.02
1479425747254270131,-0.84,0.79,9.22
1479425747264227499,-0.89,0.75,9.02
1479425747274226622,-0.9,0.74,9.42
1479425747284091079,-0.88,0.74,9.81
1479425747294920571,-0.85,0.75,9.61
1479425747304339681,-0.8,0.76,9.61
1479425747314234701,-0.79,0.77,9.61
1479425747324251475,-0.84,0.76,9.71
1479425747334255190,-0.91,0.73,9.81
1479425747344476264,-0.89,0.67,9.81
1479425747354606832,-0.83,0.63,10.01
1479425747364273501,-0.82,0.61,10.1
1479425747374753311,-0.91,0.64,9.81
1479425747384398265,-1.02,0.7,9.71
1479425747395130272,-1.07,0.75,9.71
1479425747404360023,-1.08,0.75,9.52
1479425747414563556,-1.1,0.7,10.2
1479425747424409628,-1.11,0.66,10.2
1479425747434644876,-1.07,0.64,10.2
1479425747444580322,-0.99,0.66,10.2
1479425747454825104,-0.97,0.67,9.91
1479425747464581057,-1.02,0.66,9.71
1479425747474864925,-1.11,0.64,9.71
1479425747484568906,-1.15,0.64,9.81
1479425747495314434,-1.12,0.65,10.3
1479425747504606908,-1.07,0.65,10.3
1479425747514960174,-1.06,0.64,10.2
1479425747524692426,-1.09,0.64,9.91
1479425747534896194,-1.09,0.65,10.1
1479425747544700511,-1.06,0.69,9.81
1479425747555000584,-1.03,0.74,10.3
1479425747564753593,-1.03,0.73,10.3
1479425747575006754,-1.04,0.68,10.01
1479425747585163097,-1.03,0.65,10.1
1479425747595602560,-0.94,0.64,10.1
1479425747604883996,-0.85,0.67,10.3
1479425747614985185,-0.83,0.72,10.2
1479425747624920496,-0.88,0.76,9.81
1479425747634962074,-0.94,0.78,10.3
1479425747644918003,-0.95,0.75,10.1
1479425747655198550,-0.89,0.74,10.2
1479425747665047758,-0.86,0.73,10.1
1479425747675090309,-0.92,0.69,10.59
1479425747685046909,-1.0,0.67,10.69
1479425747695773933,-1.02,0.67,10.89
1479425747705065881,-0.94,0.7,11.09
1479425747715279928,-0.84,0.74,10.79
1479425747725135146,-0.85,0.77,10.1
1479425747735257964,-0.92,0.78,10.69
1479425747745255989,-0.94,0.73,10.99
1479425747755313991,-0.91,0.68,11.38
1479425747765210997,-0.89,0.66,11.18
1479425747775266215,-0.91,0.66,11.18
1479425747785289009,-0.96,0.65,10.99
1479425747796149948,-0.95,0.65,10.89
1479425747805370411,-0.87,0.69,10.5
1479425747815634935,-0.8,0.72,10.5
1479425747825446329,-0.8,0.71,10.89
1479425747835388438,-0.88,0.7,10.99
1479425747845396787,-0.92,0.66,11.28
1479425747855442353,-0.9,0.65,11.18
1479425747865582690,-0.85,0.69,10.89
1479425747875826933,-0.8,0.69,10.4
1479425747885567804,-0.73,0.65,10.79
1479425747896421141,-0.67,0.61,11.38
1479425747905565823,-0.75,0.6,11.38
1479425747915728277,-0.88,0.62,11.38
1479425747925607473,-0.88,0.66,11.18
1479425747935639063,-0.81,0.7,10.79
1479425747945740612,-0.78,0.71,10.2
1479425747955738649,-0.78,0.72,10.01
1479425747965735127,-0.78,0.72,10.2
1479425747975744289,-0.79,0.73,10.4
1479425747985762640,-0.82,0.72,10.2
1479425747996683424,-0.89,0.69,10.1
1479425748005822149,-0.97,0.69,10.1
1479425748016284959,-1.04,0.7,9.71
1479425748026708122,-1.05,0.7,10.4
1479425748035936106,-1.05,0.7,10.59
1479425748046637707,-1.07,0.7,10.59
1479425748055934594,-1.12,0.67,10.79
1479425748066710121,-1.17,0.65,10.5
1479425748075990544,-1.16,0.64,10.5
1479425748086759790,-1.16,0.64,10.3
1479425748096860629,-1.21,0.64,10.1
1479425748107003230,-1.29,0.66,10.1
1479425748116113031,-1.35,0.68,10.5
1479425748126766544,-1.31,0.71,10.4
1479425748136270562,-1.2,0.73,10.3
1479425748146796116,-1.15,0.76,10.01
1479425748156341795,-1.17,0.78,9.81
1479425748167004220,-1.2,0.78,10.1
1479425748176343738,-1.17,0.77,10.5
1479425748186796086,-1.1,0.74,10.59
1479425748197319054,-1.08,0.69,10.4
1479425748206752216,-1.1,0.68,10.1
1479425748216344003,-1.12,0.7,10.2
1479425748227028833,-1.11,0.7,10.2
1479425748236387945,-1.09,0.7,10.4
1479425748246794497,-1.08,0.72,10.2
1479425748256483548,-1.09,0.71,10.1
1479425748266758516,-1.12,0.67,10.3
1479425748276577756,-1.11,0.64,10.4
1479425748286795596,-1.04,0.65,10.01
1479425748297713317,-0.97,0.68,9.81
1479425748306796038,-0.99,0.69,9.91
1479425748316877426,-1.04,0.7,9.81
1479425748326798674,-1.06,0.72,10.01
1479425748336592598,-1.04,0.71,10.1
1479425748347026209,-0.99,0.69,9.71
1479425748356688079,-1.01,0.71,9.42
1479425748366794185,-1.05,0.73,9.71
1479425748377005504,-1.06,0.72,10.01
1479425748386752766,-1.04,0.72,9.91
1479425748397840208,-0.99,0.72,10.01
1479425748407026910,-0.99,0.71,9.91
1479425748416817047,-1.07,0.7,9.81
1479425748427068391,-1.13,0.71,9.81
1479425748436879549,-1.11,0.71,10.01
1479425748447270910,-1.01,0.71,10.4
1479425748456925021,-0.94,0.73,10.1
1479425748467050365,-0.95,0.77,10.1
1479425748476932609,-0.97,0.79,10.01
1479425748487058403,-0.94,0.79,10.1
1479425748497983492,-0.91,0.79,10.2
1479425748507307156,-0.93,0.8,9.81
1479425748517380157,-1.0,0.78,10.2
1479425748527279776,-1.07,0.76,10.2
1479425748537110059,-1.09,0.72,10.5
1479425748547293921,-1.04,0.7,10.59
1479425748557125268,-0.95,0.71,10.1
1479425748567255616,-0.9,0.76,10.01
1479425748577197418,-0.94,0.78,10.01
1479425748587773302,-1.04,0.74,10.59
1479425748598207931,-1.1,0.67,10.5
1479425748607324492,-1.06,0.64,10.79
1479425748617365954,-1.0,0.62,10.59
1479425748627571395,-1.01,0.63,10.3
1479425748637639603,-1.05,0.64,10.2
1479425748647581602,-1.1,0.65,10.4
1479425748657440607,-1.13,0.69,10.5
1479425748667965535,-1.08,0.74,10.3
1479425748677411508,-1.02,0.75,10.2
1479425748687569665,-0.97,0.73,10.3
1479425748698424879,-0.94,0.72,10.1
1479425748707765034,-0.95,0.72,10.2
1479425748717565008,-0.97,0.72,10.01
1479425748727768242,-0.99,0.71,9.61
1479425748737610283,-1.01,0.69,9.81
1479425748747773500,-0.99,0.69,9.91
1479425748757650736,-0.94,0.7,10.01
1479425748767729477,-0.89,0.72,10.1
1479425748777662096,-0.86,0.75,9.91
1479425748787965925,-0.83,0.75,10.01
1479425748798465957,-0.79,0.73,10.1
1479425748807991378,-0.76,0.7,10.2
1479425748817774129,-0.72,0.69,10.01
1479425748827978326,-0.69,0.67,9.81
1479425748837967535,-0.69,0.66,9.81
1479425748847948202,-0.68,0.68,9.81
1479425748857864743,-0.65,0.71,9.61
1479425748867985690,-0.6,0.72,9.52
1479425748878424334,-0.54,0.76,9.61
1479425748888259900,-0.53,0.79,9.52
1479425748898688771,-0.57,0.8,9.52
1479425748908217666,-0.59,0.78,9.61
1479425748918006496,-0.57,0.75,9.52
1479425748928235344,-0.57,0.74,9.22
1479425748938489177,-0.61,0.71,9.42
1479425748948459144,-0.62,0.69,9.42
1479425748958095637,-0.56,0.68,9.52
1479425748968192074,-0.48,0.7,9.61
1479425748978132603,-0.4,0.74,9.71
1479425748988569163,-0.37,0.78,9.12
1479425748998945138,-0.4,0.8,9.12
1479425749008443335,-0.45,0.79,9.12
1479425749018318945,-0.46,0.76,9.22
1479425749028296017,-0.44,0.74,9.32
1479425749038708695,-0.43,0.72,9.32
1479425749048342248,-0.45,0.72,9.12
1479425749058341526,-0.4,0.74,9.22
1479425749068439381,-0.33,0.78,9.12
1479425749078409759,-0.28,0.82,9.22
1479425749088893191,-0.25,0.85,9.22
1479425749099111374,-0.23,0.86,8.93
1479425749108568229,-0.22,0.84,9.12
1479425749118567171,-0.2,0.8,9.42
1479425749128566576,-0.18,0.78,9.32
1479425749138979771,-0.19,0.78,9.42
1479425749148566343,-0.2,0.78,9.02
1479425749158837720,-0.19,0.78,9.32
1479425749168599551,-0.16,0.78,9.61
1479425749178579033,-0.14,0.77,10.01
1479425749188912607,-0.1,0.79,9.91
1479425749199420214,-0.07,0.8,10.3
1479425749208840601,-0.11,0.8,10.01
1479425749218945513,-0.17,0.77,10.4
1479425749229089646,-0.17,0.74,10.1
1479425749239161628,-0.1,0.74,10.3
1479425749248831429,-0.05,0.75,10.3
1479425749258976182,-0.07,0.73,10.2
1479425749268921061,-0.14,0.71,10.3
1479425749279058080,-0.19,0.7,10.69
1479425749289092398,-0.2,0.72,10.69
1479425749299688751,-0.18,0.77,10.3
1479425749309439419,-0.19,0.8,10.4
1479425749319146365,-0.22,0.79,10.2
1479425749329055987,-0.27,0.76,10.4
1479425749339202451,-0.29,0.73,10.3
1479425749349277604,-0.27,0.71,10.3
1479425749359275214,-0.25,0.69,10.2
1479425749369183510,-0.27,0.67,10.01
1479425749379316537,-0.3,0.68,10.2
1479425749389148143,-0.35,0.69,10.3
1479425749399877845,-0.39,0.71,10.3
1479425749409315286,-0.37,0.74,10.01
1479425749419461078,-0.32,0.76,9.71
1479425749429315783,-0.29,0.75,10.1
1479425749439464927,-0.28,0.72,10.4
1479425749449341573,-0.27,0.71,10.1
1479425749459455000,-0.27,0.68,10.01
1479425749469306245,-0.31,0.67,9.52
1479425749479565864,-0.37,0.71,9.71
1479425749489420195,-0.37,0.73,9.81
1479425749500110913,-0.34,0.74,9.71
1479425749509486838,-0.28,0.75,9.71
1479425749519598821,-0.24,0.77,9.61
1479425749529635677,-0.27,0.77,9.22
1479425749539678229,-0.33,0.76,9.52
1479425749549566358,-0.36,0.75,9.32
1479425749559644293,-0.32,0.75,9.71
1479425749569590197,-0.26,0.75,9.61
1479425749579682344,-0.2,0.75,9.32
1479425749589932485,-0.15,0.78,9.42
1479425749600408514,-0.14,0.79,9.71
1479425749609911325,-0.14,0.79,10.01
1479425749619771591,-0.13,0.81,9.42
1479425749629967269,-0.15,0.82,9.02
1479425749640070900,-0.15,0.8,9.22
1479425749650019447,-0.1,0.76,9.32
1479425749659832578,-0.01,0.71,9.42
1479425749670044895,0.05,0.7,9.22
1479425749679860016,0.02,0.7,9.32
1479425749690041367,-0.04,0.73,9.52
1479425749700755242,-0.04,0.78,9.52
1479425749710066611,0.0,0.78,9.52
1479425749719966060,0.08,0.77,9.42
1479425749730252583,0.14,0.76,9.22
1479425749739977260,0.1,0.72,9.42
1479425749750058647,0.0,0.68,9.91
1479425749760020283,0.0,0.65,9.81
1479425749770047137,0.13,0.65,9.52
1479425749780101389,0.22,0.65,9.61
1479425749790180279,0.2,0.67,9.61
1479425749801052680,0.17,0.7,9.81
1479425749810213663,0.16,0.71,9.91
1479425749820415238,0.18,0.71,10.2
1479425749830210491,0.24,0.69,9.81
1479425749840336806,0.3,0.66,9.61
1479425749850312654,0.32,0.62,9.81
1479425749860418116,0.33,0.6,9.71
1479425749870295510,0.36,0.61,9.81
1479425749880647457,0.41,0.61,10.1
1479425749890339387,0.4,0.59,9.61
1479425749901133526,0.31,0.59,9.81
1479425749910566175,0.23,0.6,9.71
1479425749920565148,0.22,0.6,10.1
1479425749930573267,0.25,0.59,9.81
1479425749940487251,0.24,0.57,10.01
1479425749950811643,0.26,0.55,10.1
1479425749960592971,0.31,0.51,10.3
1479425749970563468,0.38,0.48,10.2
1479425749980568608,0.47,0.47,10.1
1479425749990651613,0.51,0.49,9.91
1479425750001634449,0.46,0.52,9.61
1479425750010648905,0.36,0.54,9.91
1479425750021399961,0.28,0.54,10.2
1479425750030682828,0.26,0.54,10.2
1479425750040738131,0.31,0.55,10.01
1479425750050736309,0.35,0.56,9.61
1479425750061274045,0.34,0.58,9.61
1479425750070823803,0.31,0.57,9.81
1479425750081458977,0.29,0.54,9.91
1479425750091467247,0.31,0.53,9.91
1479425750102002766,0.31,0.52,9.71
1479425750111173845,0.25,0.53,9.71
1479425750121566062,0.18,0.54,10.1
1479425750131209741,0.12,0.53,10.1
1479425750141579700,0.14,0.53,9.91
1479425750151240448,0.21,0.55,9.81
1479425750161578987,0.25,0.55,9.91
1479425750171272946,0.22,0.55,10.01
1479425750181609176,0.2,0.54,10.1
1479425750191478247,0.22,0.54,10.01
1479425750202445404,0.26,0.53,9.91
1479425750211467684,0.26,0.51,9.61
1479425750221694970,0.2,0.5,10.01
1479425750231483092,0.16,0.53,9.71
1479425750241565505,0.16,0.58,9.52
1479425750251465981,0.21,0.62,9.71
1479425750261858089,0.26,0.64,9.52
1479425750271567219,0.25,0.64,9.61
1479425750281732168,0.21,0.62,9.81
1479425750291463255,0.2,0.6,9.81
1479425750302319021,0.22,0.58,9.71
1479425750311470296,0.22,0.57,9.22
1479425750321895286,0.21,0.57,9.52
1479425750331483485,0.23,0.58,9.42
1479425750341806288,0.27,0.6,9.81
1479425750351579528,0.3,0.63,9.61
1479425750361565483,0.34,0.67,9.52
1479425750371568745,0.36,0.67,9.71
1479425750381815072,0.34,0.66,9.61
1479425750391569457,0.3,0.66,9.81
1479425750402313078,0.31,0.65,10.1
1479425750411661571,0.35,0.65,9.81
1479425750421644409,0.35,0.67,9.42
1479425750431759788,0.31,0.69,10.01
1479425750441728640,0.28,0.7,10.2
1479425750451762553,0.29,0.7,10.01
1479425750461818140,0.36,0.72,10.3
1479425750471775190,0.43,0.76,10.2
1479425750482083246,0.46,0.79,10.3
1479425750491836457,0.44,0.77,10.3
1479425750502594669,0.37,0.76,10.01
1479425750511852541,0.33,0.79,9.91
1479425750522228739,0.34,0.8,9.91
1479425750531921947,0.34,0.78,9.81
1479425750542181911,0.32,0.76,10.4
1479425750551939393,0.35,0.75,11.09
1479425750562135392,0.42,0.79,10.69
1479425750572191315,0.47,0.85,10.5
1479425750582101657,0.47,0.88,10.2
1479425750592056706,0.42,0.89,9.81
1479425750602815037,0.36,0.87,10.5
1479425750612359367,0.33,0.86,10.69
1479425750622256365,0.35,0.86,11.09
1479425750632569289,0.34,0.86,10.79
1479425750642458576,0.27,0.89,10.89
1479425750652167637,0.22,0.95,10.4
1479425750662192734,0.2,0.99,10.5
1479425750672191621,0.25,1.02,10.4
1479425750682753045,0.34,1.04,10.5
1479425750692326646,0.36,1.05,10.5
1479425750703053263,0.3,1.06,10.5
1479425750712580734,0.26,1.05,10.3
1479425750722350205,0.31,1.07,10.3
1479425750732754079,0.39,1.1,10.01
1479425750742358642,0.4,1.13,9.71
1479425750752580508,0.37,1.15,10.01
1479425750762481926,0.37,1.16,10.1
1479425750772487201,0.37,1.16,10.1
1479425750783229575,0.36,1.16,10.2
1479425750792566801,0.33,1.18,10.1
1479425750803287938,0.28,1.22,10.3
1479425750812599593,0.29,1.24,10.2
1479425750822826789,0.37,1.26,10.01
1479425750832946519,0.49,1.27,9.52
1479425750842878359,0.57,1.26,9.42
1479425750852635696,0.53,1.24,9.52
1479425750862989979,0.46,1.24,9.22
1479425750872683349,0.37,1.26,9.52
1479425750883396770,0.31,1.29,9.22
1479425750893007880,0.33,1.32,9.42
1479425750903692331,0.4,1.34,9.32
1479425750912854080,0.45,1.35,9.32
1479425750923073544,0.48,1.34,8.93
1479425750932933421,0.48,1.31,9.02
1479425750943122252,0.45,1.29,9.02
1479425750953114669,0.38,1.29,8.93
1479425750963094405,0.33,1.31,9.12
1479425750972965780,0.34,1.36,9.32
1479425750982962476,0.37,1.41,9.22
1479425750993149357,0.43,1.42,9.42
1479425751003733813,0.49,1.39,9.32
1479425751013197686,0.46,1.34,8.83
1479425751023208464,0.36,1.3,8.93
1479425751033196918,0.26,1.29,9.12
1479425751043146963,0.25,1.29,9.42
1479425751053192346,0.34,1.3,9.12
1479425751063413154,0.44,1.35,9.22
1479425751073236777,0.47,1.43,9.12
1479425751083262217,0.48,1.49,8.73
1479425751093859476,0.45,1.51,8.34
1479425751104130236,0.38,1.5,8.44
1479425751113442314,0.32,1.5,8.73
1479425751123384192,0.31,1.54,9.02
1479425751133384335,0.41,1.61,9.22
1479425751143648701,0.54,1.68,9.32
1479425751153469154,0.65,1.71,8.83
1479425751163563399,0.69,1.7,8.34
1479425751174001267,0.64,1.67,8.44
1479425751183693681,0.56,1.62,9.22
1479425751193909819,0.48,1.55,9.71
1479425751204237028,0.46,1.49,9.42
1479425751213580467,0.52,1.44,9.32
1479425751223736405,0.62,1.4,9.52
1479425751233607928,0.72,1.38,9.32
1479425751243637610,0.77,1.4,9.61
1479425751253903278,0.75,1.4,9.71
1479425751263862460,0.71,1.39,9.32
1479425751274000825,0.7,1.37,9.42
1479425751283784475,0.72,1.35,9.91
1479425751294008399,0.75,1.34,9.71
1479425751304457919,0.8,1.33,9.71
1479425751314071384,0.79,1.3,9.61
1479425751323878273,0.74,1.26,10.2
1479425751334256814,0.68,1.2,9.81
1479425751343813040,0.67,1.15,10.1
1479425751354257405,0.71,1.14,10.4
1479425751363865292,0.74,1.16,10.1
1479425751374227522,0.71,1.18,10.01
1479425751384036292,0.64,1.19,10.01
1479425751394313847,0.56,1.17,9.91
1479425751404725622,0.52,1.14,10.3
1479425751414115974,0.54,1.11,10.5
1479425751424006141,0.57,1.06,10.1
1479425751434275936,0.58,1.02,10.2
1479425751444090090,0.53,0.99,10.1
1479425751454465358,0.49,0.96,10.2
1479425751464106730,0.49,0.94,10.69
1479425751474227107,0.5,0.94,10.59
1479425751484190150,0.47,0.95,10.3
1479425751494234495,0.43,0.97,10.3
1479425751504921864,0.43,0.97,10.01
1479425751514342718,0.45,0.96,9.81
1479425751524563274,0.46,0.98,9.71
1479425751534484150,0.42,0.98,10.01
1479425751544307165,0.37,0.97,10.3
1479425751554396444,0.41,0.92,10.2
1479425751564608064,0.49,0.85,10.01
1479425751574593902,0.5,0.81,9.32
1479425751584397019,0.42,0.81,9.12
1479425751594789350,0.31,0.84,9.32
1479425751605216412,0.26,0.87,10.01
1479425751614775872,0.32,0.85,10.4
1479425751624567148,0.47,0.84,10.3
